State,County,Women,White,Citizen,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Production,Drive,Carpool,Transit,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,SelfEmployed,FamilyWork,Unemployment,Minority
Georgia,Randolph,48.98154477,33.74035543,76.34996582,26030.50513,30.22098428,52.51223513,26.6993028,19.50683527,20.65990431,23.48654819,68.91462748,20.23796309,1.938441558,0,6.89316473,19.07287765,34.21736159,74.57004785,6.878537252,0,10.44127136,65.17544771
Georgia,Richmond,51.58948984,36.73359763,74.42409248,20659.27975,24.96723649,37.9274051,28.6953217,22.18342052,26.87920324,13.49825129,81.95516988,10.51094883,1.624990188,1.240428534,1.691998649,20.55300237,38.1571953,73.92308995,3.483237204,0.18764525,11.98724782,60.82261999
Georgia,Rockdale,52.65071748,37.59265141,69.21209192,22613.73446,16.57241919,22.93471306,31.90173991,16.9608451,25.04970599,16.0410306,75.91003326,15.84680729,1.767950887,1.463543573,3.656692098,31.77189445,43.00756033,76.15626748,5.087651465,0.103739888,11.18260549,60.81007813
Georgia,Schley,50.39416634,70.96897911,70.1616082,19857.12968,23.38498226,31.20650374,27.76610169,15.01923532,22.58809618,20.67296019,80.88557351,14.66815136,0.265865195,1.56826961,0.809735909,26.59278676,38.70713441,70.65132046,5.192786756,0,12.93870713,28.62128498
Georgia,Screven,51.05589188,54.98878643,76.47472899,18597.24954,25.2849641,36.05718006,27.17362382,18.39968323,22.59500915,20.59455864,84.62422216,9.554927495,0.485942559,1.116577502,1.238906096,30.73801211,38.58932845,75.8966493,6.049577643,0.399619879,9.805096438,43.78396452
Georgia,Seminole,53.09613411,62.57070362,76.87307561,19891.00011,18.46528681,28.28912077,32.39660166,21.75152241,22.28389782,14.38776371,78.16151215,14.86069107,0.227825294,1.468514084,3.653791766,21.64780477,34.20002281,77.30654579,7.728965675,0,9.428213023,36.91629604
Georgia,Spalding,51.64780111,60.03126517,73.77452132,19587.99671,22.84847432,32.90680726,25.91544628,18.69579165,25.12508885,19.47693078,84.9597279,9.99727741,0.430090962,1.686430886,1.587172984,28.38968109,36.74635605,77.66263679,4.446222974,0.346105553,12.56904795,38.49649774
Georgia,Stephens,51.78766589,83.0321975,76.16315379,20000.82291,18.92445355,25.57733411,25.52113193,19.18094067,22.93990632,21.58984778,83.06964091,9.536639344,0.011752537,0.158856362,4.653637783,21.4851249,39.90632319,76.3602381,6.143711944,0,10.75919204,15.81854411
Georgia,Stewart,39.26380368,27.32728357,59.64553511,13721.28204,38.09510907,60.85693592,30.99228016,19.59052488,20.6,19.09369461,83.24195637,11.2864349,0,0,2.022239264,28.96404226,25.30674847,66.43817314,3.796370143,0,14.57649966,72.17271643
Georgia,Sumter,52.61064622,40.23413726,73.52127016,17403.85224,33.28389704,49.96246778,32.83523816,19.75438926,21.08907697,18.35075567,78.98176843,14.17757485,0.027729167,0.973403544,2.582312514,20.72663146,36.24677845,68.67928346,4.494104171,1.170826307,14.45346654,58.40589901
Georgia,Talbot,51.61787365,39.7431433,80.61633282,18970.73683,20.02699538,23.14285054,19.84078582,24.20044684,20.15607088,26.54730354,76.65488444,13.68266564,0,5.284067797,2.586394453,33.35311248,38.7211094,75.4649923,4.748613251,0.515562404,10.26274268,59.54348228
Georgia,Taliaferro,51.8303312,38.3,84.6019756,14805,30,52.6,16,29.3,14.5,17.4,81.7,11.8,0.2,3.2,2.1,28.2,33.35270192,67.9,5.2,0,12.1,61.3
Georgia,Tattnall,42.57766184,58.69017864,75.36953601,14956.67319,31.70665955,43.83725792,25.38340052,21.19217848,23.36144574,11.15330804,75.00856454,14.94560114,0.181957948,3.579914631,2.230610228,27.12777251,28.89099676,68.12925065,8.051521619,0.116789187,8.287684768,40.18086713
Georgia,Taylor,51.95810023,58.36520652,77.53838829,16857.02238,28.49092965,40.51091537,25.28178788,18.29719081,21.26311153,17.60508273,79.40099988,14.62334246,0.797095584,1.901952149,3.169551244,28.47419355,34.15069635,66.73229377,7.901630758,0,20.59646471,41.364778
Georgia,Telfair,42.11744639,50.07878899,70.65667641,12155.7634,29.27093689,48.2869883,24.90077364,21.88123173,20.24838572,21.36869518,88.86528996,4.950755361,0,2.470553119,2.189223928,20.89981116,27.2417154,62.60378899,5.717306287,0,4.135434942,49.59459673
Georgia,Terrell,52.87094323,36.15127537,75.00271356,16241.66656,36.54302616,60.45517204,23.6831868,18.62014545,26.53281233,20.78206882,76.01037664,13.92037339,2.059654836,0.843905351,3.968989471,23.82677738,34.52729838,72.09979377,8.408444589,0.228069033,15.10405948,63.40740258
Georgia,Thomas,52.61690166,57.82607755,74.10092807,20471.18773,23.50271953,27.96848786,33.75695386,18.73205426,25.44240362,14.29358603,80.12487507,13.54255087,0.19642156,2.511509459,2.481659379,20.46870427,38.72702124,74.61883143,6.279863466,0.113503926,10.73535383,40.53585802
Georgia,Tift,51.77139775,56.57437909,71.15257312,20077.56074,29.20334175,38.59175718,28.43776694,19.68898914,24.01871184,14.0839287,77.97817687,14.38522078,0.164846642,2.655620663,2.796660701,20.25013362,39.32135239,78.74458528,5.713310614,0.05798171,6.052060706,41.95164145
Georgia,Toombs,53.16795296,61.15962514,68.08893789,19563.67321,24.85219772,33.50112091,26.37975744,16.45632488,23.62721058,16.35209114,79.19211687,13.15877986,0.569753767,3.809665564,2.396313855,20.72567071,39.01139287,76.36246233,6.341080485,0,9.629327453,37.95207644
Georgia,Towns,51.73148148,95.10830556,84.37962963,19978.15278,18.64313889,29.27505556,30.18794444,22.09058333,26.03877778,11.35902778,75.19266667,10.52811111,0,2.052388889,5.245194444,17.90986111,34.46296296,75.70827778,12.07113889,0.539111111,9.954722222,3.772277778
Georgia,Treutlen,51.25702455,69.42339545,78.43833185,21126.97516,19.86024845,30.83985507,18.26055901,24.49451346,22.79057971,21.34886128,75.78509317,20.0005176,0.41563147,1.402484472,2.230020704,26.69927536,39.81070689,73.95165631,6.37194617,0,5.498757764,30.16097308
Georgia,Troup,51.80710645,58.4134738,71.91833534,21558.78071,21.4170125,30.0673443,27.98938388,17.48364529,21.97146674,24.13172201,84.65358299,8.897686846,0.31051447,3.290348062,1.465784774,21.65944357,41.64113436,82.17425037,4.479541725,0.180484122,12.1154733,39.70622504
Georgia,Turner,48.62077237,54.70949868,71.06020628,18227.17942,25.18102663,42.52492204,32.7657232,14.00690813,25.54281602,12.61396018,78.94593428,11.32005277,0.430894699,3.640513313,4.470328616,23.87452627,34.78052291,64.89769729,3.821276085,0,12.42506596,44.42369873
Georgia,Twiggs,50.87554354,55.79633329,80.49124456,17768.73322,27.67615466,30.42167117,24.30122224,16.19965918,21.03593842,21.12228229,86.36997297,8.139334822,2.065624633,0.932201199,1.541168175,32.28668469,30.33258902,80.84212011,1.405570572,0,6.795040545,42.24204959
Georgia,Union,50.98734177,94.35867434,81.90103567,21871.27719,13.4421542,19.14789873,29.38881473,18.56231991,27.93080322,8.814559264,86.19287457,7.92143153,0,0.844741082,3.143084005,24.08840967,33.56041427,70.43596778,10.06503567,0,13.07618412,4.326789413
Georgia,Upson,52.12228589,67.93274653,76.30428227,19068.68856,23.8486731,34.03044707,24.44359545,20.0214415,21.908606,23.86191571,79.25148899,16.41832403,0.457313028,1.318908323,1.947666616,22.91613767,37.33413752,76.26554961,5.410931846,0.070680036,11.10165486,31.11912319
Georgia,Walker,50.5601523,91.54899026,76.60540382,21429.9687,17.72464231,21.81915648,26.20020795,14.86702643,25.29676649,22.5835264,86.8512133,8.056943692,0.345542945,0.401060262,2.752825657,26.66945596,41.2447829,80.26457348,5.833859559,0.079708574,8.368104269,7.096637622
Georgia,Walton,51.21286296,76.73839631,72.35298894,23625.07715,13.96359787,20.95055858,29.39531096,18.08098166,27.553185,13.49915546,83.83214116,10.26624517,0.039226923,0.893001241,4.408999896,30.9678484,43.55749933,79.17241099,4.880566351,0.264202271,7.972788019,21.03225021
