GEOID_MSA,Name,Econ_Domain,Social_Domain,Env_Domain,Sustain_Index
310M300US32620,"McComb, MS Micro Area",0.266790317,0.53503794,0.460975367,1.262803625
310M300US32660,"McMinnville, TN Micro Area",0.389356823,0.535559567,0.43072139,1.355637781
310M300US32700,"McPherson, KS Micro Area",0.59743955,0.606715303,0.432366539,1.636521392
310M300US32740,"Meadville, PA Micro Area",0.477546321,0.556422499,0.458442499,1.492411319
310M300US32780,"Medford, OR Metro Area",0.449619275,0.590421107,0.423177051,1.463217432
310M300US32820,"Memphis, TN-MS-AR Metro Area",0.421129958,0.516479648,0.433719939,1.371329544
310M300US32860,"Menomonie, WI Micro Area",0.52518909,0.621647973,0.441195571,1.588032634
310M300US32900,"Merced, CA Metro Area",0.33800213,0.529442335,0.467317255,1.33476172
310M300US32940,"Meridian, MS Micro Area",0.365919434,0.50453831,0.436985872,1.307443616
310M300US32980,"Merrill, WI Micro Area",0.568722042,0.593873,0.398215355,1.560810397
310M300US33020,"Mexico, MO Micro Area",0.436806637,0.564768554,0.429640069,1.43121526
310M300US33060,"Miami, OK Micro Area",0.395651791,0.523072195,0.386592277,1.305316264
310M300US33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",0.438067509,0.530653087,0.454023234,1.42274383
310M300US33140,"Michigan City-La Porte, IN Metro Area",0.460762271,0.570640598,0.422686619,1.454089489
310M300US33180,"Middlesborough, KY Micro Area",0.209131504,0.49931229,0.395227814,1.103671609
310M300US33220,"Midland, MI Metro Area",0.509698152,0.646490777,0.268833435,1.425022363
310M300US33260,"Midland, TX Metro Area",0.609022809,0.546032084,0.446195838,1.601250731
310M300US33300,"Milledgeville, GA Micro Area",0.305941688,0.454203547,0.45668672,1.216831955
310M300US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",0.50334319,0.585175295,0.405125036,1.493643522
310M300US33420,"Mineral Wells, TX Micro Area",0.421691659,0.488606577,0.492664812,1.402963048
310M300US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0.608320002,0.640607287,0.473616608,1.722543897
310M300US33500,"Minot, ND Micro Area",0.631430849,0.561968227,0.425004412,1.618403488
310M300US33540,"Missoula, MT Metro Area",0.474505873,0.569800905,0.49309628,1.537403058
310M300US33580,"Mitchell, SD Micro Area",0.540830729,0.559785049,0.415257963,1.515873741
310M300US33620,"Moberly, MO Micro Area",0.448159122,0.560480906,0.420828199,1.429468227
310M300US33660,"Mobile, AL Metro Area",0.421708028,0.586459624,0.423999718,1.43216737
310M300US33700,"Modesto, CA Metro Area",0.432150738,0.56557058,0.490107138,1.487828455
310M300US33740,"Monroe, LA Metro Area",0.368423751,0.532301196,0.420157731,1.320882677
310M300US33780,"Monroe, MI Metro Area",0.541379746,0.640405608,0.293800826,1.47558618
310M300US33860,"Montgomery, AL Metro Area",0.446584028,0.581401449,0.46481409,1.492799566
310M300US33940,"Montrose, CO Micro Area",0.446284862,0.641679524,0.419601372,1.507565758
310M300US33980,"Morehead City, NC Micro Area",0.474968405,0.522117094,0.377483786,1.374569284
310M300US34020,"Morgan City, LA Micro Area",0.422461251,0.521834142,0.438374045,1.382669439
310M300US34060,"Morgantown, WV Metro Area",0.451256592,0.537698701,0.392982564,1.381937857
310M300US34100,"Morristown, TN Metro Area",0.434319081,0.554475969,0.449747926,1.438542975
310M300US34140,"Moscow, ID Micro Area",0.422217664,0.545727801,0.392616262,1.360561727
310M300US34180,"Moses Lake, WA Micro Area",0.471672909,0.570883075,0.429122721,1.471678705
310M300US34220,"Moultrie, GA Micro Area",0.34829796,0.483680183,0.460458792,1.292436936
310M300US34260,"Mountain Home, AR Micro Area",0.457308517,0.608242483,0.440651547,1.506202548
310M300US34300,"Mountain Home, ID Micro Area",0.482022344,0.513465566,0.428043475,1.423531385
310M300US34340,"Mount Airy, NC Micro Area",0.426673191,0.585178241,0.451979314,1.463830746
310M300US34380,"Mount Pleasant, MI Micro Area",0.368656491,0.505237949,0.272662708,1.146557148
310M300US34420,"Mount Pleasant, TX Micro Area",0.422958397,0.534631013,0.346001149,1.303590559
310M300US34460,"Mount Sterling, KY Micro Area",0.38398364,0.543283537,0.427399248,1.354666425
310M300US34500,"Mount Vernon, IL Micro Area",0.400585287,0.585083836,0.428048508,1.41371763
310M300US34540,"Mount Vernon, OH Micro Area",0.505744285,0.61792911,0.332255241,1.455928636
310M300US34580,"Mount Vernon-Anacortes, WA Metro Area",0.518488136,0.604588462,0.428871491,1.551948088
310M300US34620,"Muncie, IN Metro Area",0.41050429,0.513580054,0.307748792,1.231833135
310M300US34660,"Murray, KY Micro Area",0.399121865,0.542744679,0.416879099,1.358745643
310M300US34700,"Muscatine, IA Micro Area",0.547765589,0.600265369,0.4088583,1.556889258
310M300US34740,"Muskegon, MI Metro Area",0.433278418,0.588901842,0.299542358,1.321722618
310M300US34780,"Muskogee, OK Micro Area",0.39623053,0.508825952,0.379411594,1.284468076
310M300US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",0.456836331,0.554130222,0.44611738,1.457083933
310M300US34860,"Nacogdoches, TX Micro Area",0.348872609,0.474263128,0.438672458,1.261808195
310M300US34900,"Napa, CA Metro Area",0.662012779,0.590368307,0.448347796,1.700728882
310M300US34940,"Naples-Immokalee-Marco Island, FL Metro Area",0.526942099,0.569268007,0.45192863,1.548138736
310M300US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",0.533366061,0.566561475,0.443421233,1.543348769
310M300US35020,"Natchez, MS-LA Micro Area",0.22311033,0.498300545,0.459707614,1.181118488
310M300US35060,"Natchitoches, LA Micro Area",0.231602387,0.465012173,0.428131525,1.124746085
310M300US35100,"New Bern, NC Metro Area",0.451224861,0.558082218,0.452107787,1.461414865
310M300US35140,"Newberry, SC Micro Area",0.404020865,0.594994505,0.418365465,1.417380836
310M300US35220,"New Castle, IN Micro Area",0.461335687,0.561807246,0.375400347,1.39854328
310M300US35260,"New Castle, PA Micro Area",0.455770844,0.592404827,0.439907746,1.488083417
310M300US35300,"New Haven-Milford, CT Metro Area",0.520854516,0.568812539,0.414064925,1.503731979
310M300US35380,"New Orleans-Metairie, LA Metro Area",0.435838061,0.534909133,0.440386941,1.411134135
310M300US35420,"New Philadelphia-Dover, OH Micro Area",0.506712718,0.61033285,0.375219678,1.492265246
310M300US35440,"Newport, OR Micro Area",0.439720207,0.506033088,0.415933371,1.361686666
310M300US35460,"Newport, TN Micro Area",0.313191083,0.50102058,0.398353933,1.212565596
310M300US35500,"Newton, IA Micro Area",0.567161061,0.640764131,0.451794175,1.659719367
310M300US35580,"New Ulm, MN Micro Area",0.578865218,0.659944718,0.409672571,1.648482508
310M300US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",0.533969996,0.557431964,0.487279956,1.578681916
310M300US35660,"Niles-Benton Harbor, MI Metro Area",0.437872566,0.565609796,0.282249859,1.285732221
310M300US35700,"Nogales, AZ Micro Area",0.327863583,0.594694012,0.396639686,1.319197281
310M300US35740,"Norfolk, NE Micro Area",0.523309587,0.59653787,0.420352379,1.540199835
310M300US35820,"North Platte, NE Micro Area",0.54819856,0.570723539,0.504531909,1.623454008
310M300US35840,"North Port-Sarasota-Bradenton, FL Metro Area",0.513652431,0.595495809,0.464374542,1.573522782
310M300US35860,"North Vernon, IN Micro Area",0.495047905,0.561467506,0.445451628,1.50196704
310M300US35900,"North Wilkesboro, NC Micro Area",0.384878927,0.589946777,0.448043896,1.422869601
310M300US35940,"Norwalk, OH Micro Area",0.493131344,0.591368109,0.381490878,1.465990332
310M300US35980,"Norwich-New London, CT Metro Area",0.566712561,0.572396174,0.431082693,1.570191428
310M300US36020,"Oak Harbor, WA Micro Area",0.566458832,0.607121205,0.443909381,1.617489418
310M300US36100,"Ocala, FL Metro Area",0.415565312,0.592588252,0.403785345,1.411938909
310M300US36140,"Ocean City, NJ Metro Area",0.511413742,0.531434434,0.385605093,1.428453269
310M300US36220,"Odessa, TX Metro Area",0.506004618,0.507629761,0.425092013,1.438726392
310M300US36260,"Ogden-Clearfield, UT Metro Area",0.599890666,0.622363162,0.498471741,1.720725569
310M300US36300,"Ogdensburg-Massena, NY Micro Area",0.419263023,0.531970218,0.367484564,1.318717805
310M300US36340,"Oil City, PA Micro Area",0.473284743,0.566779089,0.457296898,1.49736073
310M300US36380,"Okeechobee, FL Micro Area",0.386600065,0.554388628,0.438372129,1.379360822
310M300US36420,"Oklahoma City, OK Metro Area",0.501516176,0.546585107,0.434292791,1.482394075
310M300US36460,"Olean, NY Micro Area",0.457009701,0.54576488,0.399240581,1.402015162
310M300US36500,"Olympia-Tumwater, WA Metro Area",0.570973274,0.596659993,0.433418407,1.601051674
310M300US36540,"Omaha-Council Bluffs, NE-IA Metro Area",0.561198701,0.590559237,0.455400989,1.607158927
310M300US36580,"Oneonta, NY Micro Area",0.47358887,0.580092668,0.411534014,1.465215552
310M300US36620,"Ontario, OR-ID Micro Area",0.400471036,0.563683732,0.437806293,1.401961061
310M300US36660,"Opelousas, LA Micro Area",0.327118844,0.551004757,0.434256141,1.312379741
310M300US36700,"Orangeburg, SC Micro Area",0.318516028,0.57465632,0.442910399,1.336082746
310M300US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0.477748763,0.540404239,0.467422164,1.485575166
310M300US36780,"Oshkosh-Neenah, WI Metro Area",0.539079531,0.590288095,0.39115466,1.520522286
310M300US36820,"Oskaloosa, IA Micro Area",0.46821242,0.605873693,0.451170508,1.525256621
310M300US36830,"Othello, WA Micro Area",0.422206238,0.566106085,0.395320702,1.383633025
310M300US36840,"Ottawa, KS Micro Area",0.52300467,0.587787185,0.418007899,1.528799754
310M300US36860,"Ottawa-Peru, IL Micro Area",0.496469507,0.612946679,0.374636971,1.484053158
310M300US36900,"Ottumwa, IA Micro Area",0.467150925,0.605384537,0.40043104,1.472966501
310M300US36940,"Owatonna, MN Micro Area",0.561565604,0.672293646,0.4300883,1.66394755
310M300US36980,"Owensboro, KY Metro Area",0.47613301,0.596495162,0.419444034,1.492072206
310M300US37020,"Owosso, MI Micro Area",0.502891268,0.629193384,0.309334396,1.441419047
310M300US37060,"Oxford, MS Micro Area",0.412456122,0.492814926,0.4244887,1.329759747
310M300US37080,"Oxford, NC Micro Area",0.489589915,0.57260711,0.451657316,1.513854341
310M300US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0.643946866,0.601590779,0.460602785,1.70614043
310M300US37120,"Ozark, AL Micro Area",0.39945072,0.529225439,0.451900336,1.380576495
310M300US37140,"Paducah, KY-IL Micro Area",0.422511648,0.581147376,0.424710721,1.428369745
310M300US37220,"Pahrump, NV Micro Area",0.421435841,0.550023813,0.329171752,1.300631406
310M300US37260,"Palatka, FL Micro Area",0.302883176,0.542055627,0.406261799,1.251200601
310M300US37300,"Palestine, TX Micro Area",0.441884952,0.555950157,0.42076904,1.418604149
310M300US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",0.485425002,0.594611446,0.436186294,1.516222742
310M300US37420,"Pampa, TX Micro Area",0.487027255,0.536384489,0.449170906,1.472582651
310M300US37460,"Panama City, FL Metro Area",0.48239212,0.488789062,0.473600043,1.444781224
310M300US37500,"Paragould, AR Micro Area",0.49028992,0.584480883,0.439846671,1.514617475
310M300US37540,"Paris, TN Micro Area",0.38810022,0.549760315,0.418736325,1.35659686
310M300US37580,"Paris, TX Micro Area",0.431184036,0.496421929,0.430032649,1.357638614
310M300US37620,"Parkersburg-Vienna, WV Metro Area",0.45998637,0.581250804,0.40490099,1.446138164
310M300US37660,"Parsons, KS Micro Area",0.481588814,0.524681879,0.382391644,1.388662337
310M300US37740,"Payson, AZ Micro Area",0.368712547,0.515345371,0.495327777,1.379385695
310M300US37780,"Pecos, TX Micro Area",0.476373445,0.565337576,0.504604875,1.546315897
310M300US37800,"Pella, IA Micro Area",0.578682481,0.641781003,0.445291759,1.665755243
310M300US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0.502559189,0.566105586,0.42917201,1.497836785
310M300US37900,"Peoria, IL Metro Area",0.519202847,0.616777258,0.457166103,1.593146208
310M300US37940,"Peru, IN Micro Area",0.463182419,0.555390756,0.378946403,1.397519578
310M300US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0.515394576,0.592749791,0.520005115,1.628149483
310M300US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",0.506963925,0.544252068,0.50109552,1.552311514
310M300US38100,"Picayune, MS Micro Area",0.411370045,0.550979749,0.440032212,1.402382005
310M300US38180,"Pierre, SD Micro Area",0.601568506,0.616394467,0.447983724,1.665946698
310M300US38220,"Pine Bluff, AR Metro Area",0.359985949,0.500546885,0.444786871,1.305319705
310M300US38240,"Pinehurst-Southern Pines, NC Micro Area",0.500887206,0.628097337,0.461674922,1.590659465
310M300US38260,"Pittsburg, KS Micro Area",0.426417874,0.498233725,0.399768229,1.324419828
310M300US38300,"Pittsburgh, PA Metro Area",0.518370968,0.598626773,0.503726691,1.620724432
310M300US38340,"Pittsfield, MA Metro Area",0.50390592,0.571520239,0.430952135,1.506378294
310M300US38380,"Plainview, TX Micro Area",0.445301858,0.510291284,0.443277027,1.39887017
310M300US38420,"Platteville, WI Micro Area",0.503598348,0.600826206,0.429111065,1.533535619
310M300US38460,"Plattsburgh, NY Micro Area",0.490517994,0.542941681,0.361662567,1.395122241
310M300US38500,"Plymouth, IN Micro Area",0.508709341,0.616100608,0.398926565,1.523736515
310M300US38540,"Pocatello, ID Metro Area",0.457662391,0.579224623,0.421348928,1.458235942
310M300US38580,"Point Pleasant, WV-OH Micro Area",0.420586173,0.602535075,0.299472831,1.322594078
310M300US38620,"Ponca City, OK Micro Area",0.43625253,0.523024724,0.430072123,1.389349376
310M300US38700,"Pontiac, IL Micro Area",0.494468468,0.588527081,0.459679115,1.542674665
310M300US38740,"Poplar Bluff, MO Micro Area",0.369157249,0.482713828,0.457111315,1.308982393
310M300US38780,"Portales, NM Micro Area",0.313244606,0.51661094,0.441243841,1.271099387
310M300US38820,"Port Angeles, WA Micro Area",0.456081839,0.588807122,0.384818541,1.429707503
310M300US38840,"Port Clinton, OH Micro Area",0.549407494,0.550407846,0.324357851,1.424173191
310M300US38860,"Portland-South Portland, ME Metro Area",0.571252707,0.603440189,0.430886636,1.605579532
310M300US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0.568813399,0.598357974,0.465481195,1.632652568
310M300US38920,"Port Lavaca, TX Micro Area",0.491405867,0.468509508,0.458001253,1.417916628
310M300US38940,"Port St. Lucie, FL Metro Area",0.451889397,0.600652903,0.454673978,1.507216278
310M300US39020,"Portsmouth, OH Micro Area",0.348848729,0.548776102,0.227175096,1.124799928
310M300US39060,"Pottsville, PA Micro Area",0.479057829,0.573703485,0.434959289,1.487720603
310M300US39140,"Prescott, AZ Metro Area",0.463480405,0.606427472,0.463597303,1.53350518
310M300US39220,"Price, UT Micro Area",0.471741,0.54844581,0.492170432,1.512357242
310M300US39260,"Prineville, OR Micro Area",0.449841939,0.618638059,0.372470698,1.440950696
310M300US39300,"Providence-Warwick, RI-MA Metro Area",0.505076182,0.563531271,0.470022381,1.538629834
310M300US39340,"Provo-Orem, UT Metro Area",0.560687715,0.622811409,0.488707225,1.672206348
310M300US39380,"Pueblo, CO Metro Area",0.402826853,0.561074082,0.372963309,1.336864244
310M300US39420,"Pullman, WA Micro Area",0.367867494,0.482210619,0.437245861,1.287323974
310M300US39460,"Punta Gorda, FL Metro Area",0.454732669,0.591563345,0.468743443,1.515039457
310M300US39500,"Quincy, IL-MO Micro Area",0.498660571,0.604907447,0.378817542,1.482385559
310M300US39540,"Racine, WI Metro Area",0.530021871,0.586883362,0.370745041,1.487650275
310M300US39580,"Raleigh, NC Metro Area",0.588119255,0.596807508,0.476254632,1.661181395
310M300US39660,"Rapid City, SD Metro Area",0.523943825,0.587696763,0.485733614,1.597374202
310M300US39700,"Raymondville, TX Micro Area",0.17188907,0.521250373,0.405511842,1.098651285
310M300US39740,"Reading, PA Metro Area",0.501710238,0.600801101,0.482675932,1.58518727
310M300US39780,"Red Bluff, CA Micro Area",0.365084101,0.560968451,0.479428476,1.405481029
310M300US39820,"Redding, CA Metro Area",0.44326355,0.56771819,0.481451043,1.492432783
310M300US39860,"Red Wing, MN Micro Area",0.565371552,0.663871762,0.415691085,1.644934399
310M300US39900,"Reno, NV Metro Area",0.515641494,0.574558204,0.449728138,1.539927836
310M300US39940,"Rexburg, ID Micro Area",0.343722883,0.555063022,0.456246557,1.355032462
310M300US39980,"Richmond, IN Micro Area",0.4246099,0.555549716,0.362550163,1.342709779
